Id,Probability
1,0.0807607570094317
2,0.03334620767292702
3,0.019499992121499086
4,0.062118945314454735
5,0.08869701225677855
6,0.02963169148952625
7,0.05597322592079586
8,0.04751842301462181
9,0.015292642741401373
10,0.3990623650475731
11,0.023872137933798835
12,0.025465803630176878
13,0.016249155524568067
14,0.03419619073300394
15,0.047035578776825016
16,0.024127252875938466
17,0.03631280215314965
18,0.024755699518213044
19,0.18216414762400415
20,0.0704657463759815
21,0.023349126109124336
22,0.0175102900563255
23,0.01579447791316571
24,0.521122524557735
25,0.06072506364295684
26,0.025075595393773017
27,0.09711139874838846
28,0.0170533297235584
29,0.07402932961847226
30,0.027133620355882505
31,0.06532735131027319
32,0.020772565188615116
33,0.019465340457116828
34,0.07586508477337256
35,0.22613554254024112
36,0.036055243606745856
37,0.029003586210234945
38,0.021171390166118787
39,0.024361887139904406
40,0.05676167911590887
41,0.1036809234806938
42,0.1945277490502238
43,0.06333230724097005
44,0.01646382104617408
45,0.051014439372064714
46,0.015662612550096325
47,0.015593924877070271
48,0.022423223670843827
49,0.025588686886773876
50,0.036779516272776085
51,0.024326816164547065
52,0.016683244099052082
53,0.023349126109124336
54,0.07942340445513339
55,0.02551684595570845
56,0.07695811472822099
57,0.01553734459858608
58,0.09664298926387623
59,0.06809211502016477
60,0.0650422919044388
61,0.022718195459595893
62,0.022860083016263397
63,0.02597266656551491
64,0.01675351605338108
65,0.02596062633399034
66,0.018655996018145552
67,0.02466339561050119
68,0.1055090262218709
69,0.01559186079705932
70,0.5598509209588068
71,0.028646691038672508
72,0.10319585547617295
73,0.015754551033697627
74,0.17255435311547754
75,0.024715793156175347
76,0.059275179304332924
77,0.036438580341794716
78,0.028228883819392685
79,0.01872301995786948
80,0.02637165970622123
81,0.027950070638631655
82,0.02380508819780063
83,0.02559689622801089
84,0.015434067229770523
85,0.025947135857268093
86,0.02582857540536857
87,0.05769267725621232
88,0.024696151561372455
89,0.02654383108747109
90,0.026682142962511705
91,0.03960110685415572
92,0.023994571136292952
93,0.02454269338364325
94,0.02159887903844174
95,0.01554897471323158
96,0.0913909754806843
97,0.027406249858031025
98,0.06124750536386817
99,0.023804258950143646
100,0.024780030891145735
101,0.07875383463938873
102,0.08075281222615201
103,0.016720662642868537
104,0.07459170766267048
105,0.05987712167264801
106,0.025427029062219365
107,0.3482332788413096
108,0.018121486251332093
109,0.01733719983313671
110,0.02445507308488042
111,0.024238199811555342
112,0.026768263801739425
113,0.027805544680340355
114,0.47407056486631327
115,0.08701073820013139
116,0.016745425000192212
117,0.01540705069446658
118,0.08641087143834027
119,0.02297767531335709
120,0.016299492869557244
121,0.01764459140479774
122,0.05247916963531721
123,0.02275945972147802
124,0.5282800563314014
125,0.024696151561372455
126,0.019054583081768633
127,0.014836424223504355
128,0.0263400701663909
129,0.01573843302013368
130,0.02911961118046796
131,0.046764836042696406
132,0.07985260284239985
133,0.015181259376194564
134,0.09051293351620204
135,0.1653128770312875
136,0.015651214961965056
137,0.15771151342738057
138,0.056872336543916255
139,0.015961900628185154
140,0.02420400582384761
141,0.014472171113040085
142,0.01865474863071136
143,0.01508683394919186
144,0.024372504565224037
145,0.3120482409198459
146,0.0245270944066041
147,0.01558957529656755
148,0.1012985602311892
149,0.015679820901223447
150,0.02835323665828775
151,0.014581767192552395
152,0.023453176962793004
153,0.01601329890283741
154,0.019737584071740196
155,0.02489700640234228
156,0.026930083481411776
157,0.0580155530909321
158,0.01645729463279584
159,0.11600393623187362
160,0.027426166615052996
161,0.014619060817455932
162,0.025304326456693765
163,0.02644734377762702
164,0.052527297852052506
165,0.021823143325191637
166,0.027267092469907443
167,0.5790608671264322
168,0.026459384009151585
169,0.18652962440166693
170,0.01747617552688433
171,0.014472171113040085
172,0.01915394888956496
173,0.026636521121727205
174,0.053356700119400545
175,0.026215399427326695
176,0.21405923549314693
177,0.02395305488561969
178,0.07317287032458258
179,0.018821058642893674
180,0.01758806684429864
181,0.054966938887539146
182,0.023001279618926524
183,0.026239308915213814
184,0.01773732781756248
185,0.07802930111497021
186,0.01804133909044029
187,0.02319382309768313
188,0.031584848629774835
189,0.07599987462289869
