Id,Probability
1,0.5749012587241227
2,0.27496399616504635
3,0.15307576257880598
4,0.5522692131267538
5,0.6316783699005978
6,0.2734583184721825
7,0.34012939096048606
8,0.25909890438122274
9,0.14135414373893337
10,0.9940393166992483
11,0.20594844688968753
12,0.21327783725195906
13,0.11115266309054801
14,0.31601062518296724
15,0.30019888073341183
16,0.2124824501511861
17,0.29581243898641596
18,0.19360124902964082
19,0.6937455714217109
20,0.38531699304203737
21,0.1740961533058164
22,0.14626276367437469
23,0.1451056152715306
24,0.9884356194264313
25,0.4306267118787843
26,0.22766553226464795
27,0.5311415399688653
28,0.14135414373893337
29,0.5908466951373771
30,0.22766553226464795
31,0.3165226864449822
32,0.19950484377584532
33,0.133348284499564
34,0.4200579591525557
35,0.8436260894367575
36,0.2675007174804445
37,0.3423044311544672
38,0.19327197229778043
39,0.21093084592954897
40,0.35475512783314567
41,0.4395714622934179
42,0.8724739077678741
43,0.3662342491134761
44,0.17276336321183836
45,0.2636048387420249
46,0.11776060256047824
47,0.11776060256047824
48,0.24279197744570433
49,0.1843460511203157
50,0.3314042467924662
51,0.15126388101743482
52,0.11417146390471108
53,0.19956445288854452
54,0.6059291687045061
55,0.24750277205645752
56,0.5493803350478453
57,0.10820393220481016
58,0.6166162768842457
59,0.4633573716550428
60,0.5516822721926706
61,0.18470237600157174
62,0.19956445288854452
63,0.26116794026487133
64,0.1610710419185309
65,0.21838878487105917
66,0.15580520115766827
67,0.19956445288854452
68,0.6246247615772709
69,0.15007412170652726
70,0.9907303480339001
71,0.2804705175319136
72,0.6246247615772709
73,0.12222069617635783
74,0.8021736641305972
75,0.1740961533058164
76,0.3959355444178633
77,0.26388592166971975
78,0.25583454677956263
79,0.22079553922764292
80,0.23475194038885777
81,0.17237117955648087
82,0.1740961533058164
83,0.22803684186379766
84,0.1053241577981583
85,0.2805458397654505
86,0.20633685040265964
87,0.4268524972817775
88,0.19764752360211546
89,0.31601062518296724
90,0.23759883768419582
91,0.3031031348630294
92,0.17848117367742763
93,0.19956445288854452
94,0.1875096126994639
95,0.16849000956625287
96,0.3138440654412008
97,0.2406528195043208
98,0.3523320673442847
99,0.16326594877238865
100,0.22276445358831573
101,0.41271950631535714
102,0.5503260687069745
103,0.16843772907080165
104,0.5009843746946167
105,0.4959932651279034
106,0.22803684186379766
107,0.9472990982133423
108,0.1451056152715306
109,0.14626276367437469
110,0.20443216986221646
111,0.19950484377584532
112,0.3085634449112041
113,0.22520553579781785
114,0.963862937851999
115,0.6386761067467004
116,0.16849000956625287
117,0.14135414373893337
118,0.6386761067467004
119,0.2402203591199222
120,0.15396688585445326
121,0.1701314312310013
122,0.35743112136698646
123,0.1740961533058164
124,0.9559037302248944
125,0.19950484377584532
126,0.16849000956625287
127,0.11115266309054801
128,0.21132614514301779
129,0.19327197229778043
130,0.36744020197577265
131,0.25334403021961976
132,0.542842028782108
133,0.12652157809271056
134,0.39690084622391303
135,0.42264404009144263
136,0.1488920787394234
137,0.7236432641705796
138,0.3665525640010786
139,0.14626276367437469
140,0.24192136058949748
141,0.10820393220481016
142,0.15950023357541662
143,0.12093445110807163
144,0.18893018190068542
145,0.8591297258168215
146,0.22276445358831573
147,0.11115266309054801
148,0.5923948447989823
149,0.13687706794923135
150,0.27496399616504635
151,0.12652157809271056
152,0.24192136058949748
153,0.12093445110807163
154,0.24058462629933305
155,0.18646714037076723
156,0.18019883538714576
157,0.5140985254124851
158,0.1399435445222512
159,0.6381889280782004
160,0.18470319070864322
161,0.12222069617635783
162,0.17747793129208705
163,0.2804705175319136
164,0.3165226864449822
165,0.16326594877238865
166,0.24570507198522043
167,0.9761287009501294
168,0.41106103600134447
169,0.8188106364517168
170,0.15396688585445326
171,0.10820393220481016
172,0.13497969682325114
173,0.21287987269182473
174,0.44127787585171113
175,0.20633685040265964
176,0.7408614164307593
177,0.18295217512907602
178,0.37054404435934546
179,0.1701314312310013
180,0.16302875685416693
181,0.4791091898556882
182,0.1740961533058164
183,0.21798300373941984
184,0.1413994473221764
185,0.643646618303705
186,0.12093445110807163
187,0.15126388101743482
188,0.25538192224614936
189,0.5577860620451276
190,0.1910916591112366
191,0.16326594877238865
192,0.3036035645909622
193,0.1740961533058164
194,0.48981370181090605
195,0.18893018190068542
196,0.2479440643508962
197,0.12218066294377225
198,0.1451056152715306
199,0.19950484377584532
200,0.11417146390471108
201,0.6500030079022845
202,0.1594995082878933
203,0.7559758440654583
204,0.3502121542972318
205,0.2725694396987076
